,137,1143,1191,1199,1200
428,41.869,33.364998,31.103,39.742,39.184998
429,39.847,36.822,32.173,38.313004,38.091
430,36.487,36.206,32.537,40.023,41.082
431,41.486,37.310997,33.167,38.884,40.45
432,41.94,37.396,36.320004,39.165,41.613
433,40.223,36.276,35.055,40.693,40.538002
434,38.714,37.187,34.884003,39.138,40.277
435,41.518997,34.783,35.535,38.999,40.447998
436,41.101,35.902,31.981,37.115,40.072
437,41.648,35.667,34.649002,38.733997,38.39
438,37.433,36.789,36.338,39.122,38.168
439,32.175,37.744003,34.139,38.804,39.363
440,40.732002,33.869,33.925,40.713,38.342
441,41.956,37.139,32.994003,40.181004,39.593
442,41.035,37.007,34.023003,40.345,36.012
443,37.936,34.458,33.363,41.127,35.184998
444,38.233,30.366999,30.919,38.461002,40.068
445,40.427,36.924,33.16,37.434,41.52
446,41.412,34.932,29.558,36.552,37.931
447,40.815002,32.94,34.952,38.721,38.325
448,41.012,35.217,35.123,39.569,38.483997
449,35.534,37.528,33.389004,40.224003,39.479
450,41.598,37.563,33.552998,40.891,40.716
451,41.485,35.242,31.37,40.045002,41.681
452,41.625,31.871,31.156,37.639,38.278
453,35.908,33.049,36.569,41.544,33.922
454,41.198,37.985,35.754997,39.733997,41.568
455,38.574,34.794003,36.008,40.715,40.508
456,39.067997,36.875,35.148003,38.922,36.882
457,37.908,37.446003,35.857002,38.004,39.875
458,41.533,37.138,35.99,39.468998,33.103
459,37.975998,35.7,33.081,37.339,41.423
460,40.594,32.134,32.957,35.132,38.913
461,39.645,31.837,36.305,39.747,34.2
462,40.456,35.525,31.357,40.745003,38.985
463,41.556,34.871,34.462997,40.960003,40.809
464,30.507,34.458,33.06,39.368,39.316998
465,40.672997,37.177002,31.316002,40.615997,40.606003
466,41.929,35.947998,20.380001,40.492,41.129
467,39.806,36.067,35.341,38.847,37.976
468,37.932,35.385002,35.484,40.622,40.762
469,39.973,37.264,34.252003,38.64,39.342
470,38.598,36.003002,27.887,37.89,39.938
471,36.889,33.976,34.378,37.296,38.431
472,39.161,38.172,32.123,38.291,37.239002
473,36.459,36.968002,31.309002,38.215,40.228
474,38.502003,35.079,31.32,36.806004,37.652
475,36.554,36.515,33.640003,39.002,37.996002
476,39.154,34.02,34.789,38.713,38.267
477,37.827,32.031,34.311,36.815,39.179
478,38.416,38.11,32.57,37.801,38.264
479,35.483,33.856,33.517,35.303,37.378998
480,36.891,35.645,33.1,37.322998,37.28
481,36.971,34.253,32.729,40.209,37.386997
482,38.977,35.208,31.459002,35.62,36.231
483,36.104,35.367,32.252,35.07,37.675
484,36.339,34.674,31.060001,34.165,35.830997
485,34.109997,34.011,30.433,34.538,37.405003
486,34.373,33.965,29.985,34.945,35.611
487,36.87,35.222,29.74,34.572998,36.107998
488,36.78,36.142002,32.259,35.769,37.378998
489,36.709,34.538998,31.56,36.603,36.506
490,38.098,35.004,31.856,36.268,34.863003
491,35.584,33.845,30.374,36.988,34.464
492,35.133,35.732998,31.496,33.395,30.578001
493,36.353,33.739002,31.276001,35.085003,34.684
494,36.818,33.910004,31.269001,35.954002,35.247
495,37.999,33.092003,30.826,35.531,32.987
496,36.166,34.584003,29.913,35.241,31.345001
497,36.956,36.814,30.651001,35.833,29.848999
498,35.535,35.393997,30.437,36.410004,35.421
499,37.107998,33.178,31.971,36.193,37.32
500,36.757,32.826,31.086,37.355,35.209
501,37.149002,33.653,32.415,36.714,35.001
502,38.559002,34.929,29.912,34.932003,31.991001
503,37.532,35.842003,31.533,36.437,33.94
504,37.859,34.211998,30.366001,37.064003,34.003
505,37.051,33.039,30.929,35.781002,36.206
506,36.190002,34.109,29.501999,36.312,34.891
507,37.504997,33.81,33.173,35.217003,34.111
508,36.631,35.975,31.182999,37.846,34.567
509,36.656998,33.977,30.125002,36.117,35.184002
510,37.029,33.738,30.497002,37.019,33.088
511,37.534,34.779,32.0,36.557003,34.529
512,36.942997,35.732002,29.731,37.509,35.32
513,36.771,35.687,30.885,37.457,35.622
514,36.514,33.737,30.371,36.165,36.046
515,37.89,35.06,29.553,35.945,35.779
516,36.742,35.554,31.33,36.538,34.174
517,36.6,35.652,31.085001,37.957,33.904
518,36.176,35.376,29.84,37.751,34.775
519,37.211998,34.253,30.804,37.127,37.003998
520,34.899,35.288002,30.229,34.74,35.301003
521,36.442,34.417,30.342001,36.486,34.773
522,35.297,36.295,30.015,37.014,35.776
523,37.877,34.226,29.799,35.080997,35.479
524,34.718998,35.608,31.565,35.921,35.21
525,34.936,34.550003,31.95,35.247,35.788998
526,37.323,33.146,30.629002,37.203003,34.143
527,33.837,36.121998,30.845001,35.094,34.581
528,35.48,34.218998,30.483,36.92,36.623
529,35.121,35.962,31.676,35.568,30.747
530,34.951,33.813,33.158,36.982002,34.406998
531,33.329,34.663002,30.609001,35.638,34.312
532,34.075,32.473,30.071001,36.624,33.056
533,32.533,35.371998,32.397003,34.884,33.393
534,35.221,32.971,28.978,33.879,32.348
535,33.67,33.985,29.1,33.361,30.055002
536,33.253998,31.732,28.258,34.417004,32.565998
537,33.431,31.896,31.395,33.483,33.347
538,35.057003,31.433,30.076,32.064003,31.367
539,33.608,32.761,29.272001,33.505,33.128
540,34.629997,31.035,30.8,33.053,32.46
541,32.9,31.303999,29.9,34.197998,30.574
542,35.413,30.191,28.535,35.353,32.640003
543,36.793,30.158,29.068,35.176,31.493
544,35.346,31.029999,28.154,33.505,29.914
545,35.097,29.529001,30.192001,34.945,31.752
546,34.805,32.127,29.531,35.847,32.727
547,34.823,31.072,27.406,35.362,33.197002
548,33.652,29.605999,29.471,33.395,32.263
549,36.232998,30.955,30.826,34.724003,34.627
550,35.633,30.635,29.676,32.928,33.456
551,36.385002,31.194002,31.073,33.878002,34.238
552,36.657997,30.742998,29.191002,35.872,33.907
553,34.857,32.187,28.274,34.67,32.276
554,37.379,31.258001,30.823,34.916,34.654
555,37.512,33.297,31.614002,32.974,36.33
556,36.938,32.239,32.885,34.653004,33.053
557,36.64,33.965,29.435,35.534,34.438
558,38.517002,33.232002,30.52,35.537,34.397
559,39.871002,34.456,30.085001,33.291,33.95
560,37.268997,32.464,31.559,35.260002,34.464
561,38.067997,30.823,29.887001,35.638,37.522
562,38.884003,34.208,31.561,37.586002,36.112
563,39.295998,33.128,30.490002,39.704998,36.746002
564,38.545,32.276,33.821003,36.125,36.54
565,41.248,36.458,28.817001,36.258,38.688
566,40.752,34.109,30.518,37.101997,38.931
567,40.996998,31.241,31.385,38.986,37.653
568,40.396,31.029,32.547,39.084,39.071
569,40.383,35.296,32.939,39.656002,40.41
570,41.441,35.051003,32.702,35.527,40.959003
571,40.056,36.515,32.946003,38.461998,38.064003
572,41.566998,33.995,33.6,39.182003,38.888
573,40.752,35.149002,35.776,36.433,41.152
574,40.631,33.815002,31.282,37.283,38.951
575,40.21,34.072,31.79,39.592003,38.939
576,39.47,34.238,29.932,37.174004,39.925
577,40.842,36.785,33.228,36.212,40.043
578,41.264,36.961,33.56,40.549004,37.368
579,41.329,15.201,36.48,40.902,40.958
580,40.205,13.924999,32.047,40.756,40.516
581,41.364998,33.685,33.017002,39.36,41.225998
582,40.011997,38.015003,33.697998,37.749,37.225998
583,40.463,36.931,36.282997,36.253002,38.197002
584,41.136997,34.172,35.437,38.579998,37.713
585,41.034,32.536,35.503,35.478,35.923
586,41.775,30.466,35.155,37.307003,34.353
587,39.131,32.251,31.258001,38.378002,38.497
588,38.093,37.221,31.848001,37.625,36.632
589,37.91,37.624,31.553999,40.775,38.567
590,38.141,34.133,32.12,39.81,37.43
591,38.277,36.786,36.296,40.748,35.358
592,40.863003,34.836002,34.634003,34.715,41.131
593,40.693,31.35,28.89,39.264,40.656
594,40.605,31.02,32.975002,40.588,40.59
595,40.246,37.781002,35.833,41.134,41.2
596,41.782,38.237003,36.314,36.078003,40.636
597,41.539,34.0,35.133,32.38,41.116
598,40.603,36.696,35.102,38.303,37.942
599,39.283,36.121,35.668,32.872,40.037003
600,35.709,37.143,34.566,32.527,34.221
601,40.315998,37.891,35.341,39.355,37.343002
602,41.203,36.863,27.957,37.847,39.916
603,40.468998,37.126003,27.77,37.475002,41.183
604,37.843002,37.245,31.603,37.218002,37.386997
605,36.245,35.652,31.474,40.558,38.2
606,40.488003,37.082,35.608,40.604,39.282
607,37.735,30.362999,33.043003,40.437,40.514
608,38.659,34.528,32.892,40.711998,40.072998
609,39.071,34.791,35.873,40.103,39.299
610,38.684998,36.438,36.258,38.995,39.891
611,37.535,31.785002,35.513,39.625,39.337
612,34.43,34.905,35.144,39.961002,38.973
613,35.421997,37.717003,35.139,36.883,40.487003
614,38.058,34.193,35.75,38.208,40.413998
615,37.909,32.916,35.558002,34.975002,39.144
616,35.22,34.25,34.193,37.276,39.505
617,35.014,33.113,33.68,35.284,37.208
618,37.678,34.353,34.313,37.625,37.324
619,35.116,37.830997,35.676003,35.622,35.105
620,36.691998,35.154,34.194,36.82,36.338
621,36.218998,35.712,33.204,34.894,37.298
622,37.004,34.05,34.162,25.353,27.536
623,37.1,33.635998,33.021,34.882,25.202
624,38.445,32.409,34.807,32.306,26.956999
625,38.082,32.721,32.905,35.61,24.184
626,37.951,32.336998,33.631,35.366,23.953
627,38.536,31.345001,32.615,29.317,23.060999
628,37.681,32.019,32.696003,34.364002,33.102
629,36.941998,31.623999,32.436,34.386,33.474003
630,38.142,31.95,31.824001,30.369999,27.408
631,37.372,32.252003,32.603,32.999,31.78
632,37.474,33.915,31.958,33.901,34.404003
633,36.139,32.023003,29.745,34.411,33.989002
634,39.011997,33.081,32.413002,35.518,35.154
635,37.81,32.343998,32.199,35.42,35.764
636,37.447998,34.053,30.235,35.044,35.018
637,36.953,31.668001,30.415,34.274002,34.396
638,36.964,32.871,31.315,35.850002,34.843002
639,37.719,32.191,29.629002,34.915,35.718002
640,37.266,32.011,27.889,33.537,34.668003
641,38.026997,32.91,27.614,34.979,35.067
642,37.684,34.672,29.62,34.786,34.693
643,36.39,33.029,31.423,34.504,37.174
644,40.217,32.726,30.249,35.129,35.475002
645,39.638,33.739002,30.967,34.767002,35.407
646,39.348,32.869,31.436,34.81,35.335003
647,38.524,33.355,30.0,35.294,34.867
648,39.348,34.649,28.564001,35.454002,35.922
649,40.510998,31.239,30.824,36.062,35.594
650,37.496,34.252003,30.315,37.424004,34.458
651,37.169,34.514,30.880001,34.830997,35.118
652,38.253,32.714,31.198,35.424004,35.38
653,39.628998,34.666,32.47,35.046,36.68
654,39.392,33.72,30.824,34.994,36.058002
655,39.324,33.264,30.293001,36.734,36.284
656,38.163998,34.663002,31.373,36.707,35.531002
657,37.598,37.075,30.253,34.884,37.218002
658,38.017998,34.767002,30.23,36.783,37.051
659,37.941,34.487,29.387,35.313,37.833
660,35.458,35.294,30.792,34.572002,37.014
661,37.964,33.303,30.284,35.974003,36.569
662,36.884,34.067,32.038,34.407,36.312
663,37.322002,34.897,30.789001,34.087997,36.354
664,35.530003,35.107002,30.706001,33.464,34.965
665,36.453,35.737,32.192,35.572002,36.721
666,37.954,37.138,30.763,35.373,35.734
667,37.083,33.545,31.846,34.496002,36.31
668,39.302,36.388,32.465,35.082,36.172
669,35.427998,35.064,31.252,33.439003,35.075
670,37.940002,35.753,30.897001,35.614002,36.934002
671,35.863003,34.822,31.406,33.614002,35.486
672,34.528,34.260002,31.485,33.256,34.844
673,34.858997,32.685997,30.375,34.959,34.44
674,33.832,34.413002,31.709,32.773,32.694
675,31.621,32.712,32.33,27.879,34.377
676,28.347002,33.469997,31.5,32.384,34.158
677,26.265,32.862,32.459,34.75,31.559
678,30.744,32.592,30.068,31.510002,33.892998
679,22.621,32.376,28.077,31.016998,29.921001
680,22.668999,30.523,30.391,33.103,30.409
681,30.599998,31.248,29.564001,25.537,28.662998
682,31.537,31.643,30.198,23.919,18.884
683,30.964,31.17,30.696001,11.071,19.932
684,22.419,31.042,28.53,11.359,20.129
685,28.077002,30.107,29.546001,18.195,24.291
686,28.196,29.939001,27.706999,27.647,23.013
687,29.679,31.582998,28.329,31.08,26.514002
688,29.13,31.845001,29.586,34.597,28.737001
689,31.753,32.413002,30.498001,32.579002,30.292
690,34.909,30.949999,29.721,31.552,28.314999
691,35.68,31.138002,31.923,33.527,26.27
692,35.184998,30.836,27.974,32.455,28.176
693,35.681,29.47,29.186,30.942,32.634
694,34.987,30.297,27.980999,32.979,32.623
695,34.947998,31.11,28.282,31.655,28.48
696,36.833,29.367998,28.853,33.625,29.328001
697,37.081997,26.057001,29.193,33.659,29.676
698,36.685,30.256998,27.573,34.153004,34.097
699,38.583,30.121002,29.277,34.197998,33.644
700,36.851,30.223999,29.964,34.745,35.757
701,37.309,31.516,30.758,35.719,35.105
702,36.962,32.764,31.956001,35.676,34.481003
703,36.2,32.558,32.121998,36.029,36.153
704,36.344,34.107,31.67,36.359,36.191
705,38.35,32.593,29.664001,37.524002,34.541
706,39.616,33.909,32.778004,37.058,38.527
707,37.364,33.628,31.493,40.642002,36.661
708,38.816998,31.630001,30.892,37.049004,38.193
709,38.829,33.151,32.059002,34.115,38.312
710,40.646,36.527,32.879,36.976997,38.274998
711,40.149,34.007,31.705002,28.559,37.984
712,41.11,33.201,32.15,40.674004,39.509
713,41.503,36.876,33.649,40.733997,39.701
714,41.962,36.072998,32.808,41.324,37.943
715,41.198,36.915,33.697,38.197,36.933002
716,40.656998,34.263,29.704,36.376,39.072002
717,40.188,37.41,23.982,38.869,39.21
718,38.029,36.974,31.497,39.757,41.518
719,41.083,34.403,33.581,39.146,38.684
720,40.88,32.093002,35.253998,37.392002,37.393
721,41.43,33.345,35.126,40.95,39.898
722,37.968998,37.13,33.865997,36.18,41.356
723,41.248,37.36,35.439,41.376,40.471
724,39.127,37.365,35.874,36.09,41.086002
725,38.579998,35.041,35.888,40.829998,38.123
726,39.145,38.342003,35.284,39.446003,34.779
727,40.797,37.792,35.305,37.252,35.57
728,41.965,34.154,35.562,40.674004,41.598
729,41.03,34.587997,35.355,39.277,36.16
730,40.882,33.128,32.468002,36.146,39.753002
731,41.453,37.009003,30.609001,40.825,38.767002
732,37.151,34.708,26.337,37.646,40.269
733,37.272,32.925,34.52,38.52,35.064
734,36.057,37.499,34.214,40.114002,40.893
735,39.79,36.988,30.546,40.799004,41.429
736,40.859997,35.895,31.419,40.855,41.312
737,37.578,32.795998,35.657,40.850002,40.363
738,35.600998,35.807,36.134,40.095,38.791
739,38.795002,35.475,28.794,40.106003,37.435
740,41.615997,36.197,35.761,38.671,40.702
741,26.904,35.989002,31.466002,38.294,41.286003
742,38.187,37.156002,30.777,32.208,40.477
743,41.517,34.862,33.578,40.05,39.039
744,41.433002,31.069,36.066998,40.699,41.305
745,35.925,37.715,35.942,39.100002,41.678
746,36.557,38.078,36.22,39.59,34.029
747,39.135,37.725998,35.248,38.604,39.325
748,39.814,37.168,35.237,40.041,38.003
749,41.198,37.084,36.048,40.625,39.787
750,40.719997,35.665,35.954002,38.36,37.835003
751,41.927998,32.712,31.267002,41.113003,36.006
752,37.940002,27.748999,34.825,40.193,41.139
753,36.723,37.138,32.743,39.631,40.521
754,40.644,37.279,35.516,38.356003,40.683002
755,39.409,36.703,35.001,38.387,40.411003
756,41.163,37.362,35.366,39.386,40.63
757,38.924,37.642998,32.678,36.101997,39.342
758,38.228,37.488,32.649002,41.012,40.045002
759,37.55,37.496,36.346,39.18,41.021
760,37.566,34.954,35.073997,37.224003,40.391
761,38.938,38.215,34.335003,39.387,39.839
762,38.441998,37.377,35.38,35.189003,39.502
763,39.335,34.788,34.88,35.811,38.752
764,38.606,37.239998,31.828,34.476,38.423
765,38.477,34.468,32.945,34.166,35.266
766,37.646,32.833,32.949,34.079998,33.868
767,37.984,31.751999,32.589,25.946999,35.094
768,39.077,33.308,32.328,23.727,35.414
769,37.920998,32.309002,33.196,29.091,33.718
770,37.844,33.149998,32.639,29.771,34.41
771,37.407997,33.424,32.027,17.253,35.068
772,38.721,33.713,33.030003,22.009,34.404003
773,38.34,32.684002,31.774,25.982,35.662
774,38.361,33.213,31.725,29.791,34.894
775,37.401,32.629997,31.708,29.837,35.346
776,38.278,32.349,31.204,32.741,36.322002
777,36.41,31.614,30.965,31.575,37.279
778,37.032997,34.237,31.908,31.755999,36.89
779,36.662003,32.653,31.182,31.199,36.291
780,36.872,33.634003,34.452,32.88,37.092
781,37.356,33.37,33.791,33.167004,36.656
782,37.851,32.794003,33.013,36.107002,37.704002
783,37.347,32.132,30.015999,34.577,36.600998
784,36.599,33.998,31.349,34.63,34.800003
785,37.553997,34.668,29.881,33.609,35.332
786,36.478,34.562,31.109001,34.806,35.696
787,38.24,34.804,30.389,34.381,37.038
788,38.433,34.419,30.332,35.410004,36.0
789,40.04,31.981,31.139,35.884,35.486
790,38.586,36.438,30.261,36.791,36.586002
791,39.928,34.764,30.661,33.830997,36.086
792,38.169,33.631,30.532001,35.768,34.756
793,37.807,34.421,31.611,36.539,36.644
794,37.341,33.664,32.316,36.282,35.673
795,38.877,35.013,35.583,36.13,37.196
796,38.89,34.93,32.119,35.135002,37.602
797,37.471,35.825,30.65,35.241,35.605
798,38.187,34.051,30.739,35.491,36.425
799,37.677,32.755,30.452,36.176,37.723
800,39.501,35.375,34.569,35.36,37.853
801,41.158,33.850998,32.521,35.04,39.105
802,38.561,35.399,32.774998,36.365,36.182
803,37.061,34.931,33.044003,35.416,36.888
804,37.949,35.295002,31.400002,36.232002,36.981003
805,39.036,35.066998,32.861,35.829002,37.003998
806,39.542,36.881,30.493,35.759,36.678
807,37.371002,36.653,34.492,36.850002,36.260998
808,36.005,35.586998,32.518,37.302,36.152
809,37.972,35.446003,30.097,36.068,36.446
810,36.295002,34.553,30.456001,36.186,34.363
811,38.207,36.48,34.317,36.026,36.237
812,37.433,36.682003,34.912003,37.866,34.993
813,36.487,35.669,31.106,36.447998,35.563
814,35.510998,36.546,31.250002,37.164,35.452
815,35.726,35.225,32.46,38.123,36.128998
816,36.555,33.227,32.565002,36.976,35.661
817,35.486,35.735,35.211002,36.246002,36.168
818,36.582,31.147,32.217,35.265,35.882
819,37.293,33.341003,30.93,34.869,35.603
820,36.080997,32.226,32.54,35.219,35.571
821,37.009,33.190002,31.808,36.528,35.395
822,34.412,34.649,30.529,35.626,34.083
823,35.979,31.045,30.442001,33.851,33.892998
824,34.178,31.396,30.084002,33.897,33.011
825,35.861,32.152,30.113,33.712,31.668
826,35.141,32.064003,28.956,34.399002,33.802002
827,34.968002,31.584,29.692999,34.143,33.825
828,36.498,32.794003,31.903,34.891,33.929
829,37.252,31.739,30.851,33.543003,33.956
830,37.0,31.461,30.283,35.354,31.232
831,37.195,31.828,32.655,34.583,34.358
832,35.516,32.84,30.878,34.612,32.053
833,36.379,29.388,30.751999,34.825,33.412
834,36.17,32.091,33.177002,33.815002,34.142002
835,37.18,33.299,30.392,34.466,34.783
836,36.241,32.627,30.460001,35.005,35.634
837,35.831,32.605,30.492,35.248,34.328003
838,36.825,33.593998,29.247,36.068,32.89
839,37.767,30.531002,30.642,37.618,34.392002
840,38.970997,31.685,29.76,34.868,35.349
841,38.088,30.433998,30.580002,34.850002,34.59
842,37.949,31.246,31.920002,37.74,35.1
843,36.403,33.076,31.761,37.055,35.826
844,37.173,30.799002,33.235,36.317,36.402
845,38.115997,33.348,31.972,39.254,36.128
846,39.378998,33.221,30.466002,35.673,36.329
847,39.031002,34.577,30.989,36.910004,36.259
848,38.146,37.475002,32.641,38.101997,36.61
849,40.577,31.99,29.996,37.169,35.928
850,38.104,33.164,32.408,36.7,36.991
851,38.961998,30.983002,24.380999,38.753002,36.107998
852,40.607998,32.273,33.337997,37.631,37.17
853,40.34,34.359,30.351,37.896,39.346
854,40.419,35.759003,31.891,40.753002,37.543
855,40.931,34.252003,32.69,36.611,38.887
856,39.835,36.011,34.598003,38.431004,40.291
857,38.937,37.956,33.021,39.305,39.453
